,,,,,,
,,,,,,
Base Aggregate Report,,,,,,
,,,,,,
,,,,,,
,Base Number,Base Name,,Pick Up Date,Number of Trips,Number of Vehicles
,B02681,DIRECT CAR & LIMO SERVICE INC.,,06/23/2015, 18 , 6 
,B02689,OCS LIMO CORP.,,06/23/2015, 6 , 2 
,B02694,CITY LIMOUSINE TRANSPORTATION INC.,,06/23/2015, 7 , 6 
,B02711,204 CAR & LIMO INC,,06/23/2015, 4 , 2 
,B02715,GROUNDANYWHERE LLC,,06/23/2015, 530 , 141 
,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",,06/23/2015, 200 , 1 
,B02723,CHARLIE BLACK CAR INC,,06/23/2015, 113 , -   
,B02751,RELIANCE GROUP INC,,06/23/2015, 5 , 5 
,b02754,TIGER CAR SERVICE INC.,,06/23/2015, 1 , 1 
,B02808,INVASORA EXPRESS CAR SERVICE CORP.,,06/23/2015, 16 , 4 
,B02821,E5 TRANSPORTATION SOLUTIONS INC.,,06/23/2015, 53 , 6 
,B00008,T-D MAINTENANCE CORP,,06/24/2015, 211 , 16 
,B00009,T-D MAINTENANCE,,06/24/2015, 408 , 15 
,B00013,LOVE CORP CAR INC,,06/24/2015, 419 , 109 
,B00014,NY ONE CORP CAR INC,,06/24/2015, 578 , 146 
,B00030,TREMONT DISPATCHING CORP,,06/24/2015, 19 , 2 
,B00037,TRANSP UNLIMITED C/S,,06/24/2015, 363 , 45 
,B00083,PAGE-A-RIDE INC,,06/24/2015, 3 , 2 
,B00095,LIBERTY CAR SERVICE INC.,,06/24/2015, 658 , 68 
,B00170,EMUNAH CAR SERVICE INC,,06/24/2015, 48 , 9 
,B00202,"EXCELSIOR CAR & LIMO, INC.",,06/24/2015, 49 , 15 
,B00208,ERNEST SCHWARZ INC,,06/24/2015, 6 , 4 
,B00210,QUEENS DISPATCH SVC INC.,,06/24/2015, 40 , 12 
,B00221,PROFESSIONAL CAR SERVICE INC,,06/24/2015, 585 , 85 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,06/24/2015, 535 , 168 
,B00235,"ARISTACAR & LIMOUSINE, LTD.",,06/24/2015, 42 , 16 
,B00236,LAST RADIO GROUP CORP.,,06/24/2015, 39 , 14 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,06/24/2015," 1,000 ", 118 
,B00254,XYZ TWO WAY RADIO,,06/24/2015," 1,230 ", 276 
,B00277,ALL CITY CORP TRANS INC,,06/24/2015, 148 , 35 
,B00281,"VEE CEE LIMOUSINE SERVICE, INC",,06/24/2015, 98 , 11 
,B00296,PRIME TIME TRANS. INC,,06/24/2015, 98 , 41 
,B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,06/24/2015, 10 , 3 
,B00381,BELL RADIO INC,,06/24/2015, 436 , 108 
,B00411,FONE-A-CAR INC,,06/24/2015, 218 , 55 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,06/24/2015, 369 , 87 
,B00475,RIDGE TRANSPORTATION CORP.,,06/24/2015, 116 , 10 
,B00477,INTA-BORO ACRES INC,,06/24/2015, 589 , 148 
,B00552,HINO-MARU ENTERPRISES INC.,,06/24/2015, 54 , 33 
,B00608,SUMMIT CORP CAR INC,,06/24/2015, 172 , 40 
,B00619,LINCOLN LIMO SVCE INC,,06/24/2015, 1 , 1 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,06/24/2015, 18 , 7 
,B00706,"VIC & BAY CAR SERVICE, INC",,06/24/2015, 405 , 19 
,B00789,VITAL TRANSPORTATION INC.,,06/24/2015, 784 , 204 
,B00837,CAREY LIMO N Y INC,,06/24/2015, 604 , 195 
,b00881,CROSSBAY CAR SERVICE INC.,,06/24/2015, 20 , 12 
,B00888,ACE C/L SVCE INC,,06/24/2015, 144 , 40 
,B00889,MEXICANA CAR SERVICE INC.,,06/24/2015, 647 , 78 
,b00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,06/24/2015, 66 , 11 
,b00941,PERSONAL TOUCH C/S,,06/24/2015, 52 , -   
,B00948,510 CAR SERVICE CORP,,06/24/2015, 493 , 54 
,b00991,P F MANAGEMENT INC,,06/24/2015, 47 , 18 
,b01009,UNITED LIMO C/M SVC CORP,,06/24/2015, 92 , 8 
,B01016,810 CAR SVCE CORP,,06/24/2015, 877 , 72 
,b01039,NYC WHEELS CAR SERVICE INC.,,06/24/2015, 10 , 10 
,b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,06/24/2015, 186 , 9 
,b01129,GTWY INC,,06/24/2015, 272 , 20 
,B01148,EVELYN CAR SERVICE INC,,06/24/2015, 332 , 42 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,06/24/2015, 265 , 78 
,B01269,DIVISION CAR & LIMO INC.,,06/24/2015, 39 , 7 
,B01292,SHEPREID CAR SERVICE AND LIMOUSINE CORP.,,06/24/2015, 44 , 6 
,B01306,"R N D TRANSPORTATION, INC.",,06/24/2015, 42 , 11 
,B01308,LIL'D DISPATCH INC.,,06/24/2015, 91 , 24 
,B01313,JOY CAR SERVICES INC.,,06/24/2015, 12 , 9 
,B01318,LOWER EAST SIDE C/S CORP,,06/24/2015, 838 , 89 
,B01340,UNICAR COMPANY INC,,06/24/2015, 915 , 126 
,B01343,ALL PEOPLE CAR SERVICE INC.,,06/24/2015, 221 , -   
,B01346,ARECIBO C/S INC,,06/24/2015, 83 , 11 
,B01351,HADERECH CAR SERVICE INC,,06/24/2015, 18 , 5 
,B01355,NEW HARLEM C/S INC,,06/24/2015, 472 , 43 
,B01367,"ROYAL DISPATCH SERVICES, INC.",,06/24/2015, 295 , 92 
,B01379,J.J.S. TRANSPORTATION CO. INC.,,06/24/2015, 86 , 6 
,B01391,ROSE 'N' DALE C/S INC,,06/24/2015, 133 , 12 
,B01398,ALEX EXP C/L INC,,06/24/2015, 1 , -   
,B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,06/24/2015, 315 , -   
,B01432,TOVAR TRANSPORTATION INC,,06/24/2015, 413 , 26 
,B01445,J T TRANS CO INC,,06/24/2015, 209 , 50 
,B01475,"MIDWOOD VS, INC",,06/24/2015, 1 , -   
,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",,06/24/2015, 79 , 12 
,B01509,"BRUNWISH ENTERPRISES,LTD.",,06/24/2015, 801 , 76 
,B01522,"STM ENTERPRISES,INC",,06/24/2015, 89 , 15 
,B01559,MUNKACS CAR SVC LTD,,06/24/2015, 392 , 23 
,B01606,LA MEXICANA EXPRESS INC.,,06/24/2015," 1,638 ", 116 
,B01608,JERUSALEM CAR COM.INC.,,06/24/2015, 12 , 5 
,B01623,JAMAICA EXPRESS CAR SERVICE INC.,,06/24/2015, 52 , 9 
,B01625,GLOBE CAR SERVICE INC,,06/24/2015, 101 , 9 
,B01626,LA NUEVA QUISQUEYA C/S INC,,06/24/2015," 1,240 ", 124 
,B01635,HAR-SINAY CAR & LIMO SVC INC,,06/24/2015, 46 , 8 
,B01672,NEW DAYNIGHT CAR SVCE,,06/24/2015, 46 , 24 
,B01721,W.K. CAR & LIMO SERVICE INC,,06/24/2015, 416 , 60 
,B01726,SUPER CLASS RADIO DISP INC,,06/24/2015, 835 , 142 
,B01727,"CHAUFFEUR SERVICES, INC.",,06/24/2015, 5 , 2 
,B01730,LUCKY EXPRESS CORPORATION,,06/24/2015, 1 , 1 
,B01779,APEX CAR & LIMO SVCE INC,,06/24/2015, 65 , 23 
,B01818,"TA-TA TRANSPORTATION, INC.",,06/24/2015, 4 , 3 
,B01846,ROMANTIQUE LIMOUSINE INC.,,06/24/2015, 2 , 2 
,B01849,JOE PAL LIMOUSINE LTD,,06/24/2015, 9 , 5 
,B01875,ON LINE LIMOUSINE LLC,,06/24/2015, 249 , 59 
,B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,06/24/2015, 4 , 4 
,B01877,U.S.A. LIMO. INC.,,06/24/2015, 398 , 127 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,06/24/2015, 829 , 95 
,B01912,"CAR 24 TRANSPORTATION, INC",,06/24/2015, 18 , -   
,B01923,"AVID INTERNATIONAL, INC.",,06/24/2015, 46 , 12 
,B01928,DISCOVER LIMO INC,,06/24/2015, 7 , 4 
,B01957,"ANIMO, INC",,06/24/2015, 6 , 2 
,B01970,GRAFE STREET SERVICE CORP.,,06/24/2015, 8 , 6 
,B01979,DREAMLAND CAR & LIMO.SVC INC.,,06/24/2015, 1 , 1 
,B01980,"READY TO ROLL TRANSPORTATION, INC.",,06/24/2015, 31 , 16 
,B01984,NY 88 EXPRESS CORP.,,06/24/2015, 792 , 126 
,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,,06/24/2015, 55 , 12 
,B01998,FIRST CORPORATE SEDANS INC.,,06/24/2015, 599 , 241 
,B02003,"AVALON CORPORATE CAR,INC.",,06/24/2015, 210 , 80 
,B02021,EASYRIDE CAR SERVICE INC.,,06/24/2015, 51 , 6 
,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,,06/24/2015, 28 , 9 
,B02073,"STARGATE LIMOUSINE, INC.",,06/24/2015, 9 , 5 
,B02096,"CET GROUP, INC",,06/24/2015, 5 , 5 
,B02099,SUNNY'S LIMOUSINE SERVICE INC,,06/24/2015, 228 , 66 
,B02106,"PERFECT LIMO SERVICE, INC.",,06/24/2015, 12 , -   
,B02110,"OPTIMUM CAR & LIMO, INC.",,06/24/2015, 118 , 10 
,B02133,"TWR CAR & LIMO, INC.",,06/24/2015, 91 , 34 
,B02138,"GUADALUPANA CAR LIMO, INC",,06/24/2015, 227 , 23 
,B02147,"MITA LIMOUSINE, INC.",,06/24/2015, 37 , 16 
,B02152,"KYOEI LIMOUSINE, INC.",,06/24/2015, 19 , -   
,B02155,ABA LUXURY CAR INC.,,06/24/2015, 14 , 10 
,B02157,REAGAN CONVEYANCE  CORP.,,06/24/2015, 177 , 92 
,B02160,"12TH STREET LUXURY CARS, INC.",,06/24/2015, 9 , 9 
,B02167,MADISON LIMOUSINE INC,,06/24/2015, 1 , -   
,B02175,MURRAY'S LIMOUSINE SERVICE INC.,,06/24/2015, 4 , 4 
,B02180,PEGASUS TRANSPORT SERVICE INC.,,06/24/2015, 45 , 23 
,B02182,"FINEST CAR SERVICE, LLC",,06/24/2015, 10 , 3 
,B02191,US LIMO SYSTEM INC,,06/24/2015, 42 , 16 
,B02217,PCS LIMOUSINE INC.,,06/24/2015, 48 , 10 
,B02240,NEW APPLE TRANS. INC.,,06/24/2015, 17 , 10 
,B02241,"MARU & KITANO, INC.",,06/24/2015, 56 , -   
,B02248,HYBRID LIMO EXPRESS INC.,,06/24/2015, 7 , 1 
,B02252,ASIANA LIMOUSINE INC.,,06/24/2015, 3 , 2 
,B02265,"COUNTY CAR SERVICE, INC.",,06/24/2015, 31 , 3 
,B02285,"VALERA GLOBAL, INC.",,06/24/2015, 250 , 92 
,B02287,"ROAD NEW YORK ENTERPRISES, INC.",,06/24/2015, 6 , 3 
,b02301,DOUBLE A CAR SERVICE INC.,,06/24/2015, 469 , 29 
,B02306,ACCUELIMO LUXURY LLC,,06/24/2015, 70 , 20 
,B02308,NORWOOD CAR & LIMO INC.,,06/24/2015, 28 , 11 
,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,06/24/2015, 32 , -   
,B02389,"EMBARQUE N.Y., INC.",,06/24/2015, 68 , 16 
,B02397,CHICO EXPRESS CORP. 2,,06/24/2015, 196 , 15 
,B02416,"NEW STORM CAR SERVICE, INC.",,06/24/2015, 49 , 5 
,B02440,MLL LIMOUSINE SERVICES INC.,,06/24/2015, 73 , -   
,B02462,TIFFANY'S CAR SERVICE INC.,,06/24/2015, 107 , 16 
,B02468,GROUNDLINK HOLDINGS LLC,,06/24/2015, 152 , 34 
,B02470,CRI LIMO INC.,,06/24/2015, 17 , 9 
,B02491,CALL THREES LLC,,06/24/2015, 40 , 6 
,B02517,LOS PAISANOS LUXURY C/S INC.,,06/24/2015, 11 , 6 
,B02532,COZY RIDE LIMOUSINE INC,,06/24/2015, 24 , -   
,B02541,HIBA CAR & LIMO SVC INC.,,06/24/2015, 12 , 8 
,B02542,BAILEY LUXURY & LIMOUSINE CORP.,,06/24/2015, 2 , 2 
,B02555,LTM GLOBAL CAR SERVICE,,06/24/2015, 32 , -   
,B02564,LAGUARDIA LUXURY CAR & LIMO,,06/24/2015, 3 , 3 
,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,06/24/2015, 84 , 47 
,B02590,LUXOR LIMO INC,,06/24/2015, 83 , -   
,B02611,SS LIMOUSINE SERVICE INC,,06/24/2015, 39 , 10 
,B02631,"CONFIDENTIAL HOLDINGS, LLC",,06/24/2015, 2 , 2 
,B02633,USHLS CORP,,06/24/2015, 8 , 5 
,B02637,ROOSEVELT CAR & LIMO INC.,,06/24/2015, 16 , 13 
,B02653,NEW COLLEGE CAR SVCE INC,,06/24/2015, 780 , 102 
,B02661,MIC-LOU CAR SERVICES_LLC,,06/24/2015, 57 , -   
,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",,06/24/2015, 9 , 9 
,B02674,ELAL CAR LIMO SERVICE LLC,,06/24/2015, 70 , 7 
,B02675,FRIELECH CAR & LIMO SERVICE INC,,06/24/2015, 31 , 7 
,B02681,DIRECT CAR & LIMO SERVICE INC.,,06/24/2015, 26 , 6 
,B02689,OCS LIMO CORP.,,06/24/2015, 18 , 4 
,B02694,CITY LIMOUSINE TRANSPORTATION INC.,,06/24/2015, 6 , 6 
,B02715,GROUNDANYWHERE LLC,,06/24/2015, 575 , 151 
,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",,06/24/2015, 185 , 1 
,B02723,CHARLIE BLACK CAR INC,,06/24/2015, 60 , -   
,B02751,RELIANCE GROUP INC,,06/24/2015, 5 , 3 
,b02754,TIGER CAR SERVICE INC.,,06/24/2015, 5 , 2 
,B02759,"LAPUMA TRANSPORTATION GROUP,LLC",,06/24/2015, 2 , 1 
,B02808,INVASORA EXPRESS CAR SERVICE CORP.,,06/24/2015, 15 , 4 
,B02821,E5 TRANSPORTATION SOLUTIONS INC.,,06/24/2015, 86 , 9 
,B00008,T-D MAINTENANCE CORP,,06/25/2015, 194 , 17 
,B00009,T-D MAINTENANCE,,06/25/2015, 450 , 18 
,B00013,LOVE CORP CAR INC,,06/25/2015, 421 , 108 
,B00014,NY ONE CORP CAR INC,,06/25/2015, 538 , 136 
,B00030,TREMONT DISPATCHING CORP,,06/25/2015, 80 , 8 
,B00037,TRANSP UNLIMITED C/S,,06/25/2015, 434 , 48 
,B00083,PAGE-A-RIDE INC,,06/25/2015, 4 , 3 
,B00095,LIBERTY CAR SERVICE INC.,,06/25/2015, 642 , 71 
,B00170,EMUNAH CAR SERVICE INC,,06/25/2015, 48 , 8 
,B00202,"EXCELSIOR CAR & LIMO, INC.",,06/25/2015, 70 , 17 
,B00208,ERNEST SCHWARZ INC,,06/25/2015, 6 , 4 
,B00210,QUEENS DISPATCH SVC INC.,,06/25/2015, 48 , 12 
,B00221,PROFESSIONAL CAR SERVICE INC,,06/25/2015, 546 , 90 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,06/25/2015, 582 , 171 
,B00235,"ARISTACAR & LIMOUSINE, LTD.",,06/25/2015, 33 , 15 
,B00236,LAST RADIO GROUP CORP.,,06/25/2015, 37 , 12 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,06/25/2015, 960 , 117 
,B00254,XYZ TWO WAY RADIO,,06/25/2015," 1,190 ", 275 
,B00277,ALL CITY CORP TRANS INC,,06/25/2015, 136 , 33 
,B00281,"VEE CEE LIMOUSINE SERVICE, INC",,06/25/2015, 127 , 10 
,B00296,PRIME TIME TRANS. INC,,06/25/2015, 85 , 36 
,B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,06/25/2015, 13 , 3 
,B00381,BELL RADIO INC,,06/25/2015, 386 , 108 
,B00411,FONE-A-CAR INC,,06/25/2015, 214 , 60 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,06/25/2015, 391 , 88 
,B00475,RIDGE TRANSPORTATION CORP.,,06/25/2015, 132 , 9 
,B00477,INTA-BORO ACRES INC,,06/25/2015, 616 , 151 
,B00552,HINO-MARU ENTERPRISES INC.,,06/25/2015, 37 , 27 
,B00608,SUMMIT CORP CAR INC,,06/25/2015, 173 , 40 
,B00619,LINCOLN LIMO SVCE INC,,06/25/2015, 3 , 2 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,06/25/2015, 13 , 5 
,B00706,"VIC & BAY CAR SERVICE, INC",,06/25/2015, 418 , 19 
,B00789,VITAL TRANSPORTATION INC.,,06/25/2015, 833 , 214 
,B00837,CAREY LIMO N Y INC,,06/25/2015, 565 , 181 
,b00881,CROSSBAY CAR SERVICE INC.,,06/25/2015, 24 , 12 
,B00888,ACE C/L SVCE INC,,06/25/2015, 135 , 41 
,B00889,MEXICANA CAR SERVICE INC.,,06/25/2015, 666 , 78 
,b00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,06/25/2015, 66 , 11 
,b00941,PERSONAL TOUCH C/S,,06/25/2015, 53 , -   
,B00948,510 CAR SERVICE CORP,,06/25/2015, 539 , 58 
,b00991,P F MANAGEMENT INC,,06/25/2015, 9 , 7 
,b01009,UNITED LIMO C/M SVC CORP,,06/25/2015, 77 , 8 
,B01016,810 CAR SVCE CORP,,06/25/2015, 933 , 72 
,b01039,NYC WHEELS CAR SERVICE INC.,,06/25/2015, 10 , 10 
,b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,06/25/2015, 136 , 9 
,b01129,GTWY INC,,06/25/2015, 262 , 20 
,B01148,EVELYN CAR SERVICE INC,,06/25/2015, 343 , 46 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,06/25/2015, 288 , 75 
,B01269,DIVISION CAR & LIMO INC.,,06/25/2015, 41 , 7 
,B01292,SHEPREID CAR SERVICE AND LIMOUSINE CORP.,,06/25/2015, 37 , 5 
,B01306,"R N D TRANSPORTATION, INC.",,06/25/2015, 43 , 10 
,B01308,LIL'D DISPATCH INC.,,06/25/2015, 126 , 24 
,B01318,LOWER EAST SIDE C/S CORP,,06/25/2015, 942 , 91 
,B01340,UNICAR COMPANY INC,,06/25/2015, 960 , 128 
,B01343,ALL PEOPLE CAR SERVICE INC.,,06/25/2015, 192 , -   
,B01346,ARECIBO C/S INC,,06/25/2015, 96 , 12 
,B01351,HADERECH CAR SERVICE INC,,06/25/2015, 16 , 5 
,B01355,NEW HARLEM C/S INC,,06/25/2015, 370 , 43 
,B01367,"ROYAL DISPATCH SERVICES, INC.",,06/25/2015, 281 , 87 
,B01379,J.J.S. TRANSPORTATION CO. INC.,,06/25/2015, 79 , 6 
,B01391,ROSE 'N' DALE C/S INC,,06/25/2015, 139 , 11 
,B01398,ALEX EXP C/L INC,,06/25/2015, 1 , -   
,B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,06/25/2015, 181 , -   
,B01432,TOVAR TRANSPORTATION INC,,06/25/2015, 403 , 26 
,B01445,J T TRANS CO INC,,06/25/2015, 198 , 52 
,B01475,"MIDWOOD VS, INC",,06/25/2015, 1 , -   
,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",,06/25/2015, 69 , 12 
,B01509,"BRUNWISH ENTERPRISES,LTD.",,06/25/2015, 881 , 77 
,B01522,"STM ENTERPRISES,INC",,06/25/2015, 78 , 14 
,B01559,MUNKACS CAR SVC LTD,,06/25/2015, 328 , 22 
,B01606,LA MEXICANA EXPRESS INC.,,06/25/2015," 1,755 ", 121 
,B01608,JERUSALEM CAR COM.INC.,,06/25/2015, 18 , 7 
,B01623,JAMAICA EXPRESS CAR SERVICE INC.,,06/25/2015, 67 , 11 
,B01625,GLOBE CAR SERVICE INC,,06/25/2015, 104 , 10 
,B01626,LA NUEVA QUISQUEYA C/S INC,,06/25/2015," 1,249 ", 123 
,B01635,HAR-SINAY CAR & LIMO SVC INC,,06/25/2015, 50 , 8 
,B01672,NEW DAYNIGHT CAR SVCE,,06/25/2015, 45 , 30 
,B01721,W.K. CAR & LIMO SERVICE INC,,06/25/2015, 414 , 61 
,B01726,SUPER CLASS RADIO DISP INC,,06/25/2015, 853 , 144 
,B01727,"CHAUFFEUR SERVICES, INC.",,06/25/2015, 5 , 4 
,B01730,LUCKY EXPRESS CORPORATION,,06/25/2015, 2 , 2 
,B01779,APEX CAR & LIMO SVCE INC,,06/25/2015, 52 , 20 
,B01818,"TA-TA TRANSPORTATION, INC.",,06/25/2015, 5 , 3 
,B01846,ROMANTIQUE LIMOUSINE INC.,,06/25/2015, 2 , 2 
,B01849,JOE PAL LIMOUSINE LTD,,06/25/2015, 6 , 4 
,B01875,ON LINE LIMOUSINE LLC,,06/25/2015, 227 , 58 
,B01877,U.S.A. LIMO. INC.,,06/25/2015, 331 , 114 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,06/25/2015, 776 , 95 
,B01912,"CAR 24 TRANSPORTATION, INC",,06/25/2015, 13 , -   
,B01923,"AVID INTERNATIONAL, INC.",,06/25/2015, 37 , 11 
,B01928,DISCOVER LIMO INC,,06/25/2015, 9 , 5 
,B01957,"ANIMO, INC",,06/25/2015, 7 , 2 
,B01970,GRAFE STREET SERVICE CORP.,,06/25/2015, 9 , 6 
,B01979,DREAMLAND CAR & LIMO.SVC INC.,,06/25/2015, 1 , 1 
,B01980,"READY TO ROLL TRANSPORTATION, INC.",,06/25/2015, 40 , 18 
,B01984,NY 88 EXPRESS CORP.,,06/25/2015, 810 , 126 
,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,,06/25/2015, 62 , 14 
,B01998,FIRST CORPORATE SEDANS INC.,,06/25/2015, 532 , 227 
,B02003,"AVALON CORPORATE CAR,INC.",,06/25/2015, 211 , 77 
,B02021,EASYRIDE CAR SERVICE INC.,,06/25/2015, 60 , 6 
,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,,06/25/2015, 22 , 10 
,B02073,"STARGATE LIMOUSINE, INC.",,06/25/2015, 10 , 5 
,B02096,"CET GROUP, INC",,06/25/2015, 6 , 5 
,B02099,SUNNY'S LIMOUSINE SERVICE INC,,06/25/2015, 230 , 73 
,B02106,"PERFECT LIMO SERVICE, INC.",,06/25/2015, 5 , -   
,B02110,"OPTIMUM CAR & LIMO, INC.",,06/25/2015, 104 , 10 
,B02133,"TWR CAR & LIMO, INC.",,06/25/2015, 98 , 34 
,B02138,"GUADALUPANA CAR LIMO, INC",,06/25/2015, 233 , 26 
,B02147,"MITA LIMOUSINE, INC.",,06/25/2015, 33 , 13 
,B02152,"KYOEI LIMOUSINE, INC.",,06/25/2015, 16 , -   
,B02155,ABA LUXURY CAR INC.,,06/25/2015, 13 , 10 
,B02157,REAGAN CONVEYANCE  CORP.,,06/25/2015, 213 , 96 
,B02160,"12TH STREET LUXURY CARS, INC.",,06/25/2015, 14 , 10 
,B02167,MADISON LIMOUSINE INC,,06/25/2015, 4 , -   
,B02175,MURRAY'S LIMOUSINE SERVICE INC.,,06/25/2015, 4 , 4 
,B02180,PEGASUS TRANSPORT SERVICE INC.,,06/25/2015, 41 , 19 
,B02182,"FINEST CAR SERVICE, LLC",,06/25/2015, 3 , 2 
,B02191,US LIMO SYSTEM INC,,06/25/2015, 64 , 20 
,B02217,PCS LIMOUSINE INC.,,06/25/2015, 28 , 9 
,B02240,NEW APPLE TRANS. INC.,,06/25/2015, 11 , 8 
,B02241,"MARU & KITANO, INC.",,06/25/2015, 54 , -   
,B02248,HYBRID LIMO EXPRESS INC.,,06/25/2015, 10 , 1 
,B02252,ASIANA LIMOUSINE INC.,,06/25/2015, 3 , 2 
,B02265,"COUNTY CAR SERVICE, INC.",,06/25/2015, 33 , 3 
,B02285,"VALERA GLOBAL, INC.",,06/25/2015, 244 , 92 
,B02287,"ROAD NEW YORK ENTERPRISES, INC.",,06/25/2015, 5 , 4 
,B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,06/25/2015, 3 , 1 
,b02301,DOUBLE A CAR SERVICE INC.,,06/25/2015, 458 , 28 
,B02306,ACCUELIMO LUXURY LLC,,06/25/2015, 84 , 22 
,B02308,NORWOOD CAR & LIMO INC.,,06/25/2015, 27 , 13 
,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,06/25/2015, 35 , -   
,B02389,"EMBARQUE N.Y., INC.",,06/25/2015, 80 , 16 
,B02397,CHICO EXPRESS CORP. 2,,06/25/2015, 182 , 16 
,B02416,"NEW STORM CAR SERVICE, INC.",,06/25/2015, 55 , 5 
,B02440,MLL LIMOUSINE SERVICES INC.,,06/25/2015, 83 , -   
,B02447,"NEW HAMPTON CAR & LIMO, INC.",,06/25/2015, 3 , 3 
,B02462,TIFFANY'S CAR SERVICE INC.,,06/25/2015, 95 , 18 
,B02468,GROUNDLINK HOLDINGS LLC,,06/25/2015, 136 , 38 
,B02470,CRI LIMO INC.,,06/25/2015, 23 , 8 
,B02491,CALL THREES LLC,,06/25/2015, 37 , 6 
,B02517,LOS PAISANOS LUXURY C/S INC.,,06/25/2015, 10 , 6 
,B02532,COZY RIDE LIMOUSINE INC,,06/25/2015, 19 , -   
,B02541,HIBA CAR & LIMO SVC INC.,,06/25/2015, 11 , 8 
,B02555,LTM GLOBAL CAR SERVICE,,06/25/2015, 31 , -   
,B02564,LAGUARDIA LUXURY CAR & LIMO,,06/25/2015, 1 , 1 
,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,06/25/2015, 88 , 43 
,B02590,LUXOR LIMO INC,,06/25/2015, 79 , -   
,B02611,SS LIMOUSINE SERVICE INC,,06/25/2015, 35 , 9 
,B02631,"CONFIDENTIAL HOLDINGS, LLC",,06/25/2015, 5 , 3 
,B02633,USHLS CORP,,06/25/2015, 2 , 2 
,B02637,ROOSEVELT CAR & LIMO INC.,,06/25/2015, 12 , 10 
,B02653,NEW COLLEGE CAR SVCE INC,,06/25/2015, 876 , 101 
,B02661,MIC-LOU CAR SERVICES_LLC,,06/25/2015, 99 , -   
,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",,06/25/2015, 17 , 12 
,B02674,ELAL CAR LIMO SERVICE LLC,,06/25/2015, 52 , 7 
,B02675,FRIELECH CAR & LIMO SERVICE INC,,06/25/2015, 15 , 7 
,B02681,DIRECT CAR & LIMO SERVICE INC.,,06/25/2015, 32 , 6 
,B02689,OCS LIMO CORP.,,06/25/2015, 6 , 2 
,B02694,CITY LIMOUSINE TRANSPORTATION INC.,,06/25/2015, 8 , 8 
,B02711,204 CAR & LIMO INC,,06/25/2015, 8 , 3 
,B02715,GROUNDANYWHERE LLC,,06/25/2015, 547 , 154 
,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",,06/25/2015, 204 , 1 
,B02723,CHARLIE BLACK CAR INC,,06/25/2015, 80 , -   
,B02751,RELIANCE GROUP INC,,06/25/2015, 5 , 5 
,b02754,TIGER CAR SERVICE INC.,,06/25/2015, 10 , 2 
,B02759,"LAPUMA TRANSPORTATION GROUP,LLC",,06/25/2015, 1 , 1 
,B02808,INVASORA EXPRESS CAR SERVICE CORP.,,06/25/2015, 9 , 3 
,B02821,E5 TRANSPORTATION SOLUTIONS INC.,,06/25/2015, 80 , 9 
,B00008,T-D MAINTENANCE CORP,,06/26/2015, 242 , 16 
,B00009,T-D MAINTENANCE,,06/26/2015, 434 , 18 
,B00013,LOVE CORP CAR INC,,06/26/2015, 248 , 88 
,B00014,NY ONE CORP CAR INC,,06/26/2015, 296 , 108 
,B00030,TREMONT DISPATCHING CORP,,06/26/2015, 197 , 16 
,B00037,TRANSP UNLIMITED C/S,,06/26/2015, 528 , 50 
,B00083,PAGE-A-RIDE INC,,06/26/2015, 1 , 1 
